work_year,experience_level,employment_type,salary_in_usd,remote_ratio,company_size
2023,EXPERT,FULLTIME,172200,0,M
2023,EXPERT,FULLTIME,225000,0,M
2023,EXPERT,FULLTIME,156400,0,M
2023,EXPERT,FULLTIME,139500,0,M
2023,EXPERT,FULLTIME,109400,0,M
2023,INTERMEDIATE,FULLTIME,125000,0,M
2023,INTERMEDIATE,FULLTIME,90000,0,M
2023,EXPERT,FULLTIME,107309,100,M
2023,EXPERT,FULLTIME,75116,100,M
2023,EXPERT,FULLTIME,185900,0,M
2023,EXPERT,FULLTIME,129300,0,M
2023,EXPERT,FULLTIME,139500,0,M
2023,EXPERT,FULLTIME,109400,0,M
2023,EXPERT,FULLTIME,120000,100,M
2023,EXPERT,FULLTIME,75000,100,M
2023,EXPERT,FULLTIME,169000,0,M
2023,EXPERT,FULLTIME,110600,0,M
2023,EXPERT,FULLTIME,288000,100,M
2023,EXPERT,FULLTIME,140000,100,M
2023,EXPERT,FULLTIME,288000,100,M
2023,EXPERT,FULLTIME,140000,100,M
2023,INTERMEDIATE,FULLTIME,120000,0,M
2023,INTERMEDIATE,FULLTIME,90000,0,M
2023,INTERMEDIATE,FULLTIME,72914,0,M
2023,INTERMEDIATE,FULLTIME,60761,0,M
2023,EXPERT,FULLTIME,215050,100,M
2023,EXPERT,FULLTIME,156400,100,M
2023,EXPERT,FULLTIME,198000,100,M
2023,EXPERT,FULLTIME,114000,100,M
2023,JUNIOR,FULLTIME,75000,100,M
2023,JUNIOR,FULLTIME,60000,100,M
2023,EXPERT,FULLTIME,204500,0,M
2023,EXPERT,FULLTIME,142200,0,M
2023,EXPERT,FULLTIME,209300,100,M
2023,EXPERT,FULLTIME,182200,100,M
2023,EXPERT,FULLTIME,140000,0,M
2023,EXPERT,FULLTIME,120000,0,M
2022,JUNIOR,FULLTIME,85000,0,M
2023,INTERMEDIATE,FULLTIME,48609,100,M
2023,JUNIOR,FULLTIME,120000,100,M
2023,JUNIOR,FULLTIME,60000,100,M
2023,EXPERT,FULLTIME,147100,0,M
2023,EXPERT,FULLTIME,90700,0,M
2023,EXPERT,FULLTIME,230000,0,M
2023,EXPERT,FULLTIME,170000,0,M
2023,EXPERT,FULLTIME,227000,0,M
2023,EXPERT,FULLTIME,108000,0,M
2023,EXPERT,FULLTIME,180000,100,M
2023,EXPERT,FULLTIME,160000,100,M
2023,EXPERT,FULLTIME,180000,100,M
2023,EXPERT,FULLTIME,160000,100,M
2023,EXPERT,FULLTIME,180000,0,M
2023,EXPERT,FULLTIME,130000,0,M
2023,EXPERT,FULLTIME,55800,100,M
2023,EXPERT,FULLTIME,51508,100,M
2023,JUNIOR,FULLTIME,60000,100,L
2023,JUNIOR,FULLTIME,50000,50,L
2023,EXPERT,FULLTIME,226700,0,M
2023,EXPERT,FULLTIME,133300,0,M
2023,EXPERT,FULLTIME,252000,0,M
2023,EXPERT,FULLTIME,129000,0,M
2023,EXPERT,FULLTIME,151902,100,L
2023,JUNIOR,FULLTIME,9727,0,L
2023,EXPERT,FULLTIME,80000,0,M
2023,EXPERT,FULLTIME,52500,0,M
2023,EXPERT,FULLTIME,250000,100,M
2023,EXPERT,FULLTIME,162500,100,M
2023,JUNIOR,FULLTIME,85000,100,M
2023,JUNIOR,FULLTIME,75000,100,M
2023,EXPERT,FULLTIME,153600,0,M
2023,EXPERT,FULLTIME,106800,0,M
2023,INTERMEDIATE,FULLTIME,165000,0,M
2023,INTERMEDIATE,FULLTIME,124000,0,M
2023,EXPERT,FULLTIME,115934,100,M
2023,EXPERT,FULLTIME,81666,100,M
2023,EXPERT,FULLTIME,167580,0,M
2023,EXPERT,FULLTIME,87980,0,M
2023,EXPERT,FULLTIME,250000,100,M
2023,EXPERT,FULLTIME,63000,100,M
2023,EXPERT,FULLTIME,253750,0,M
2023,EXPERT,FULLTIME,169200,0,M
2023,EXPERT,FULLTIME,253750,0,M
2023,EXPERT,FULLTIME,169200,0,M
2023,INTERMEDIATE,FULLTIME,170000,0,M
2023,INTERMEDIATE,FULLTIME,120000,0,M
2023,EXPERT,FULLTIME,124740,0,M
2023,EXPERT,FULLTIME,65488,0,M
2023,EXPERT,FULLTIME,213580,100,M
2023,EXPERT,FULLTIME,163625,100,M
2023,JUNIOR,FULLTIME,12000,0,L
2022,EXPERT,FULLTIME,375000,100,M
2023,EXPERT,FULLTIME,101943,100,M
2023,INTERMEDIATE,FULLTIME,16414,100,L
2023,EXPERT,FULLTIME,220000,0,M
2023,EXPERT,FULLTIME,170000,0,M
2023,DIRECTOR,FULLTIME,235000,0,M
2023,DIRECTOR,FULLTIME,210000,0,M
2023,EXPERT,FULLTIME,180000,100,M
2023,EXPERT,FULLTIME,115000,100,M
2023,EXPERT,FULLTIME,200000,100,M
2023,EXPERT,FULLTIME,115000,100,M
2023,EXPERT,FULLTIME,231250,100,M
2023,EXPERT,FULLTIME,138750,100,M
2023,EXPERT,FULLTIME,284310,0,M
2023,EXPERT,FULLTIME,153090,0,M
2023,EXPERT,FULLTIME,160000,100,M
2023,EXPERT,FULLTIME,75000,100,M
2023,INTERMEDIATE,FULLTIME,125000,0,M
2023,INTERMEDIATE,FULLTIME,105000,0,M
2023,INTERMEDIATE,FULLTIME,109371,0,M
2023,INTERMEDIATE,FULLTIME,85066,0,M
2023,JUNIOR,FULLTIME,55000,0,M
2023,JUNIOR,FULLTIME,48000,0,M
2023,JUNIOR,FULLTIME,100000,50,M
2023,EXPERT,FULLTIME,225900,0,M
2023,EXPERT,FULLTIME,156400,0,M
2023,EXPERT,FULLTIME,250000,100,M
2023,EXPERT,FULLTIME,162500,100,M
2023,EXPERT,FULLTIME,318300,100,M
2023,EXPERT,FULLTIME,188800,100,M
2023,EXPERT,FULLTIME,385000,0,M
2023,EXPERT,FULLTIME,60000,0,M
2023,INTERMEDIATE,FULLTIME,110000,100,M
2023,INTERMEDIATE,FULLTIME,95000,100,M
2023,EXPERT,FULLTIME,145000,100,M
2023,EXPERT,FULLTIME,135000,100,M
2023,EXPERT,FULLTIME,180180,0,M
2023,EXPERT,FULLTIME,106020,0,M
2023,EXPERT,FULLTIME,93919,100,M
2023,EXPERT,FULLTIME,51962,100,M
2023,EXPERT,FULLTIME,241871,0,M
2023,EXPERT,FULLTIME,133832,0,M
2023,EXPERT,FULLTIME,170000,100,M
2023,EXPERT,FULLTIME,90000,100,M
2023,DIRECTOR,FULLTIME,210914,100,M
2023,DIRECTOR,FULLTIME,116704,100,M
2023,EXPERT,FULLTIME,192500,100,M
2023,EXPERT,FULLTIME,140000,100,M
2023,EXPERT,FULLTIME,149076,0,M
2023,EXPERT,FULLTIME,82365,0,M
2023,INTERMEDIATE,FULLTIME,36000,100,S
2023,EXPERT,FULLTIME,175000,0,M
2023,EXPERT,FULLTIME,148750,0,M
2023,EXPERT,FULLTIME,370000,0,M
2023,EXPERT,FULLTIME,200000,0,M
2023,EXPERT,FULLTIME,235000,100,M
2023,EXPERT,FULLTIME,185000,100,M
2023,INTERMEDIATE,FULLTIME,121523,0,M
2023,INTERMEDIATE,FULLTIME,97218,0,M
2023,EXPERT,FULLTIME,216100,0,M
2023,EXPERT,FULLTIME,140800,0,M
2023,INTERMEDIATE,FULLTIME,145828,0,M
2023,INTERMEDIATE,FULLTIME,121523,0,M
2023,EXPERT,FULLTIME,53654,100,L
2023,JUNIOR,FULLTIME,110000,50,S
2023,EXPERT,FULLTIME,128000,0,M
2023,EXPERT,FULLTIME,81500,0,M
2023,INTERMEDIATE,FULLTIME,66837,100,M
2023,INTERMEDIATE,FULLTIME,63192,100,M
2023,INTERMEDIATE,FULLTIME,60761,0,M
2023,INTERMEDIATE,FULLTIME,54685,0,M
2023,DIRECTOR,FULLTIME,284000,100,M
2023,DIRECTOR,FULLTIME,236000,100,M
2023,EXPERT,FULLTIME,248100,0,M
2023,EXPERT,FULLTIME,145900,0,M
2023,EXPERT,FULLTIME,155850,0,M
2023,EXPERT,FULLTIME,102544,0,M
2023,INTERMEDIATE,FULLTIME,151410,100,M
2023,INTERMEDIATE,FULLTIME,115360,100,M
2023,INTERMEDIATE,FULLTIME,66531,100,M
2023,INTERMEDIATE,FULLTIME,59020,100,M
2023,EXPERT,FULLTIME,125686,50,M
2023,EXPERT,FULLTIME,100000,50,L
2023,JUNIOR,FULLTIME,12767,50,L
2023,EXPERT,FULLTIME,250000,0,M
2023,EXPERT,FULLTIME,162500,0,M
2023,EXPERT,FULLTIME,185000,0,M
2023,EXPERT,FULLTIME,120250,0,M
2023,JUNIOR,FULLTIME,26827,100,L
2022,JUNIOR,FULLTIME,180000,100,M
2023,INTERMEDIATE,FULLTIME,85000,0,M
2023,INTERMEDIATE,FULLTIME,70000,0,M
2023,EXPERT,FULLTIME,135000,100,M
2023,EXPERT,FULLTIME,100000,100,M
2023,DIRECTOR,FULLTIME,155000,0,M
2023,DIRECTOR,FULLTIME,140000,0,M
2023,EXPERT,FULLTIME,204500,0,M
2023,EXPERT,FULLTIME,142200,0,M
2023,EXPERT,FULLTIME,226700,0,M
2023,EXPERT,FULLTIME,133300,0,M
2023,EXPERT,FULLTIME,225000,100,M
2023,EXPERT,FULLTIME,156400,100,M
2023,EXPERT,FULLTIME,163800,0,M
2023,EXPERT,FULLTIME,126000,0,M
2023,EXPERT,FULLTIME,163800,0,M
2023,EXPERT,FULLTIME,126000,0,M
2023,EXPERT,FULLTIME,220000,0,M
2023,EXPERT,FULLTIME,150000,0,M
2023,EXPERT,FULLTIME,145000,0,M
2023,EXPERT,FULLTIME,115000,0,M
2023,EXPERT,FULLTIME,204500,0,M
2023,EXPERT,FULLTIME,138900,0,M
2023,INTERMEDIATE,FULLTIME,162500,0,M
2023,INTERMEDIATE,FULLTIME,130000,0,M
2023,EXPERT,FULLTIME,150000,100,M
2023,EXPERT,FULLTIME,107000,100,M
2023,DIRECTOR,FULLTIME,175000,0,M
2023,DIRECTOR,FULLTIME,110000,0,M
2023,EXPERT,FULLTIME,226700,0,M
2023,EXPERT,FULLTIME,133300,0,M
2023,EXPERT,FULLTIME,252000,0,M
2023,EXPERT,FULLTIME,129000,0,M
2023,EXPERT,FULLTIME,150000,0,M
2023,EXPERT,FULLTIME,125000,0,M
2023,EXPERT,FULLTIME,252000,0,M
2023,EXPERT,FULLTIME,129000,0,M
2023,EXPERT,FULLTIME,225000,0,M
2023,EXPERT,FULLTIME,156400,0,M
2022,INTERMEDIATE,FULLTIME,23000,100,L
2023,INTERMEDIATE,FULLTIME,110000,100,L
2023,EXPERT,FULLTIME,265000,100,M
2023,EXPERT,FULLTIME,182750,100,M
2023,INTERMEDIATE,FULLTIME,130000,0,M
2023,INTERMEDIATE,FULLTIME,100000,0,M
2023,EXPERT,FULLTIME,153600,0,M
2023,EXPERT,FULLTIME,106800,0,M
2023,EXPERT,FULLTIME,137500,0,M
2023,EXPERT,FULLTIME,81500,0,M
2023,DIRECTOR,FULLTIME,314100,0,M
2023,DIRECTOR,FULLTIME,195800,0,M
2023,EXPERT,FULLTIME,205000,0,M
2023,EXPERT,FULLTIME,180000,0,M
2023,EXPERT,FULLTIME,165000,100,M
2023,EXPERT,FULLTIME,144000,100,M
2023,JUNIOR,FULLTIME,160000,0,M
2023,JUNIOR,FULLTIME,100000,0,M
2023,DIRECTOR,FULLTIME,200000,0,M
2023,DIRECTOR,FULLTIME,145000,0,M
2023,INTERMEDIATE,FULLTIME,150000,0,M
2023,INTERMEDIATE,FULLTIME,100000,0,M
2023,EXPERT,FULLTIME,199000,0,M
2023,EXPERT,FULLTIME,112000,0,M
2023,EXPERT,FULLTIME,105000,0,M
2023,EXPERT,FULLTIME,70000,0,M
2023,JUNIOR,FULLTIME,130000,100,S
2023,EXPERT,FULLTIME,180180,0,M
2023,EXPERT,FULLTIME,106020,0,M
2023,JUNIOR,FULLTIME,160000,0,M
2023,JUNIOR,FULLTIME,135000,0,M
2023,EXPERT,FULLTIME,183000,0,M
2023,EXPERT,FULLTIME,134000,0,M
2023,EXPERT,FULLTIME,220000,0,M
2023,EXPERT,FULLTIME,150000,0,M
2023,EXPERT,FULLTIME,350000,0,L
2023,EXPERT,FULLTIME,262500,0,L
2023,EXPERT,FULLTIME,122000,0,M
2023,EXPERT,FULLTIME,94000,0,M
2023,EXPERT,FULLTIME,276000,0,M
2023,EXPERT,FULLTIME,184000,0,M
2023,DIRECTOR,FULLTIME,310000,100,M
2023,DIRECTOR,FULLTIME,239000,100,M
2023,EXPERT,FULLTIME,225000,100,M
2023,EXPERT,FULLTIME,156400,100,M
2023,INTERMEDIATE,FULLTIME,180000,100,M
2023,INTERMEDIATE,FULLTIME,150000,100,M
2023,EXPERT,FULLTIME,228000,0,M
2023,EXPERT,FULLTIME,152000,0,M
2023,EXPERT,FULLTIME,209450,100,M
2023,EXPERT,FULLTIME,158677,100,M
2023,EXPERT,FULLTIME,175000,0,M
2023,EXPERT,FULLTIME,145000,0,M
2023,EXPERT,FULLTIME,240000,0,M
2023,EXPERT,FULLTIME,170000,0,M
2023,INTERMEDIATE,FULLTIME,103200,0,M
2023,INTERMEDIATE,FULLTIME,61200,0,M
2022,INTERMEDIATE,FULLTIME,155000,100,L
2021,JUNIOR,FULLTIME,66970,50,L
2023,EXPERT,FULLTIME,63312,50,L
2023,EXPERT,FULLTIME,237000,100,M
2023,EXPERT,FULLTIME,145000,100,M
2023,EXPERT,FULLTIME,240000,100,M
2023,EXPERT,FULLTIME,139000,100,M
2023,EXPERT,FULLTIME,174500,0,M
2023,EXPERT,FULLTIME,113000,0,M
2023,EXPERT,FULLTIME,130000,100,M
2023,EXPERT,FULLTIME,87000,100,M
2023,EXPERT,FULLTIME,160000,100,M
2023,EXPERT,FULLTIME,108000,100,M
2023,EXPERT,FULLTIME,165000,100,M
2023,EXPERT,FULLTIME,107250,100,M
2023,EXPERT,FULLTIME,300000,0,M
2023,EXPERT,FULLTIME,119000,0,M
2023,EXPERT,FULLTIME,285800,100,M
2023,EXPERT,FULLTIME,154600,100,M
2023,INTERMEDIATE,FULLTIME,60795,50,L
2023,JUNIOR,FULLTIME,30000,100,S
2023,INTERMEDIATE,FULLTIME,220000,0,M
2023,INTERMEDIATE,FULLTIME,195000,0,M
2023,EXPERT,FULLTIME,168400,0,M
2023,EXPERT,FULLTIME,105200,0,M
2023,INTERMEDIATE,FULLTIME,206000,0,M
2023,INTERMEDIATE,FULLTIME,160000,0,M
2023,EXPERT,FULLTIME,200000,100,M
2023,EXPERT,FULLTIME,175000,100,M
2023,EXPERT,FULLTIME,231250,100,M
2023,EXPERT,FULLTIME,138750,100,M
2023,EXPERT,FULLTIME,153000,100,M
2023,EXPERT,FULLTIME,94000,100,M
2023,EXPERT,FULLTIME,240500,0,L
2023,EXPERT,FULLTIME,123700,0,L
2023,EXPERT,FULLTIME,160000,100,M
2023,EXPERT,FULLTIME,90000,100,M
2023,JUNIOR,FULLTIME,124234,0,M
2023,JUNIOR,FULLTIME,74540,0,M
2023,INTERMEDIATE,FULLTIME,109000,0,M
2023,INTERMEDIATE,FULLTIME,79000,0,M
2022,EXPERT,FULLTIME,84053,50,L
2023,INTERMEDIATE,FULLTIME,50000,0,S
2023,EXPERT,FULLTIME,275300,100,M
2023,EXPERT,FULLTIME,183500,100,M
2023,EXPERT,FULLTIME,275300,100,M
2023,EXPERT,FULLTIME,183500,100,M
2023,EXPERT,FULLTIME,160000,100,M
2023,EXPERT,FULLTIME,125600,100,M
2023,EXPERT,FULLTIME,170000,0,M
2023,EXPERT,FULLTIME,120000,0,M
2023,EXPERT,FULLTIME,225000,0,M
2023,EXPERT,FULLTIME,140000,0,M
2023,EXPERT,FULLTIME,141290,0,M
2023,EXPERT,FULLTIME,74178,0,M
2023,EXPERT,FULLTIME,150000,0,M
2023,EXPERT,FULLTIME,120000,0,M
2023,EXPERT,FULLTIME,85000,100,M
2023,EXPERT,FULLTIME,75000,100,M
2023,EXPERT,FULLTIME,220000,0,M
2023,EXPERT,FULLTIME,160000,0,M
2023,EXPERT,FULLTIME,205600,100,M
2023,EXPERT,FULLTIME,107500,100,M
2023,INTERMEDIATE,FULLTIME,120000,0,M
2023,INTERMEDIATE,FULLTIME,95000,0,M
2023,EXPERT,FULLTIME,185900,0,M
2023,EXPERT,FULLTIME,129300,0,M
2023,EXPERT,FULLTIME,160000,100,M
2023,EXPERT,FULLTIME,130000,100,M
2023,JUNIOR,FULLTIME,12888,50,S
2023,INTERMEDIATE,FULLTIME,250000,0,M
2023,INTERMEDIATE,FULLTIME,175000,0,M
2023,EXPERT,FULLTIME,136000,100,M
2023,EXPERT,FULLTIME,104000,100,M
2023,INTERMEDIATE,FULLTIME,80000,0,M
2023,INTERMEDIATE,FULLTIME,52500,0,M
2023,EXPERT,FULLTIME,110000,100,M
2023,EXPERT,FULLTIME,84000,100,M
2023,EXPERT,FULLTIME,125000,0,M
2023,EXPERT,FULLTIME,110000,0,M
2023,INTERMEDIATE,FULLTIME,90000,0,M
2023,INTERMEDIATE,FULLTIME,80000,0,M
2023,EXPERT,FULLTIME,200000,0,M
2023,EXPERT,FULLTIME,135000,0,M
2022,JUNIOR,FULLTIME,48000,50,L
2023,JUNIOR,FULLTIME,120000,50,S
2023,EXPERT,FULLTIME,130000,0,M
2023,EXPERT,FULLTIME,75000,0,M
2023,EXPERT,FULLTIME,252000,0,M
2023,EXPERT,FULLTIME,129000,0,M
2023,INTERMEDIATE,FULLTIME,150000,0,M
2023,INTERMEDIATE,FULLTIME,100000,0,M
2023,EXPERT,FULLTIME,226700,0,M
2023,EXPERT,FULLTIME,133300,0,M
2023,EXPERT,FULLTIME,190000,0,M
2023,EXPERT,FULLTIME,165000,0,M
2023,EXPERT,FULLTIME,170000,100,M
2023,EXPERT,FULLTIME,150000,100,M
2023,INTERMEDIATE,FULLTIME,150000,0,M
2023,INTERMEDIATE,FULLTIME,130000,0,M
2023,EXPERT,FULLTIME,225000,0,M
2023,EXPERT,FULLTIME,156400,0,M
2023,EXPERT,FULLTIME,200000,100,S
2023,INTERMEDIATE,FULLTIME,80000,100,S
2023,JUNIOR,FULLTIME,12877,50,L
2022,JUNIOR,FULLTIME,6304,0,S
2023,INTERMEDIATE,FULLTIME,17509,50,M
2023,EXPERT,FULLTIME,257000,0,M
2023,EXPERT,FULLTIME,134000,0,M
2023,EXPERT,FULLTIME,77262,0,M
2023,EXPERT,FULLTIME,38631,0,M
2023,EXPERT,FULLTIME,205600,0,L
2023,EXPERT,FULLTIME,105700,0,L
2023,EXPERT,FULLTIME,140000,100,M
2023,EXPERT,FULLTIME,110000,100,M
2023,EXPERT,FULLTIME,299500,0,M
2023,EXPERT,FULLTIME,245100,0,M
2023,EXPERT,FULLTIME,210000,0,M
2023,EXPERT,FULLTIME,151800,0,M
2023,INTERMEDIATE,FULLTIME,53654,50,L
2023,EXPERT,FULLTIME,51508,0,M
2023,EXPERT,FULLTIME,40777,0,M
2023,EXPERT,FULLTIME,51508,0,M
2023,EXPERT,FULLTIME,40777,0,M
2023,JUNIOR,FULLTIME,160000,0,M
2023,JUNIOR,FULLTIME,135000,0,M
2023,INTERMEDIATE,FULLTIME,120000,100,M
2023,INTERMEDIATE,FULLTIME,95000,100,M
2023,EXPERT,FULLTIME,250000,100,M
2023,EXPERT,FULLTIME,63000,100,M
2023,EXPERT,FULLTIME,237000,100,M
2023,EXPERT,FULLTIME,145000,100,M
2023,EXPERT,FULLTIME,130000,100,M
2023,EXPERT,FULLTIME,90000,100,M
2023,INTERMEDIATE,FULLTIME,120000,100,M
2023,INTERMEDIATE,FULLTIME,100000,100,M
2023,EXPERT,FULLTIME,174500,0,M
2023,EXPERT,FULLTIME,113000,0,M
2023,INTERMEDIATE,FULLTIME,183310,0,M
2023,INTERMEDIATE,FULLTIME,183310,0,M
2023,EXPERT,FULLTIME,145000,100,M
2023,EXPERT,FULLTIME,102500,100,M
2023,EXPERT,FULLTIME,210000,0,M
2023,EXPERT,FULLTIME,185000,0,M
2023,EXPERT,FULLTIME,174500,0,M
2023,EXPERT,FULLTIME,113000,0,M
2023,EXPERT,FULLTIME,122000,0,M
2023,EXPERT,FULLTIME,94000,0,M
2023,EXPERT,FULLTIME,220000,0,M
2023,EXPERT,FULLTIME,146000,0,M
2023,EXPERT,FULLTIME,300000,0,M
2023,EXPERT,FULLTIME,130000,0,M
2023,INTERMEDIATE,FULLTIME,24740,50,L
2022,INTERMEDIATE,FULLTIME,15897,100,M
2023,EXPERT,FULLTIME,145000,0,M
2023,EXPERT,FULLTIME,128000,0,M
2023,EXPERT,FULLTIME,182000,0,M
2023,EXPERT,FULLTIME,140000,0,M
2023,EXPERT,FULLTIME,122000,0,M
2023,EXPERT,FULLTIME,94000,0,M
2023,EXPERT,FULLTIME,77262,0,M
2023,EXPERT,FULLTIME,38631,0,M
2023,DIRECTOR,FULLTIME,300000,0,M
2023,DIRECTOR,FULLTIME,200000,0,M
2023,INTERMEDIATE,FULLTIME,135000,0,M
2023,INTERMEDIATE,FULLTIME,105500,0,M
2023,EXPERT,FULLTIME,252000,0,M
2023,EXPERT,FULLTIME,129000,0,M
2022,INTERMEDIATE,FULLTIME,110000,100,L
2023,EXPERT,FULLTIME,136000,100,M
2023,EXPERT,FULLTIME,104000,100,M
2023,EXPERT,FULLTIME,168000,100,M
2023,EXPERT,FULLTIME,130000,100,M
2023,INTERMEDIATE,FULLTIME,78990,0,M
2023,INTERMEDIATE,FULLTIME,43809,0,M
2023,INTERMEDIATE,FULLTIME,120000,0,M
2023,INTERMEDIATE,FULLTIME,95000,0,M
2023,EXPERT,FULLTIME,153400,0,M
2023,EXPERT,FULLTIME,122700,0,M
2023,EXPERT,FULLTIME,185000,0,M
2023,EXPERT,FULLTIME,160000,0,M
2023,EXPERT,FULLTIME,205000,100,M
2023,EXPERT,FULLTIME,185000,100,M
2023,EXPERT,FULLTIME,204500,0,M
2023,EXPERT,FULLTIME,142200,0,M
2023,INTERMEDIATE,FULLTIME,145000,0,M
2023,INTERMEDIATE,FULLTIME,87000,0,M
2023,JUNIOR,FULLTIME,50000,100,M
2023,EXPERT,FULLTIME,234100,100,M
2023,EXPERT,FULLTIME,203500,100,M
2023,EXPERT,FULLTIME,223800,0,M
2023,EXPERT,FULLTIME,172100,0,M
2023,EXPERT,FULLTIME,180000,0,M
2023,EXPERT,FULLTIME,150000,0,M
2023,EXPERT,FULLTIME,232200,100,M
2023,EXPERT,FULLTIME,167200,100,M
2023,EXPERT,FULLTIME,197000,0,M
2023,EXPERT,FULLTIME,106000,0,M
2023,EXPERT,FULLTIME,180000,0,M
2023,EXPERT,FULLTIME,145000,0,M
2023,EXPERT,FULLTIME,225000,0,M
2023,EXPERT,FULLTIME,200000,0,M
2023,EXPERT,FULLTIME,170000,100,M
2023,EXPERT,FULLTIME,114000,100,M
2023,EXPERT,FULLTIME,291500,0,M
2023,EXPERT,FULLTIME,180000,0,M
2023,DIRECTOR,FULLTIME,196200,0,M
2023,DIRECTOR,FULLTIME,150900,0,M
2023,EXPERT,FULLTIME,168400,0,M
2023,EXPERT,FULLTIME,105200,0,M
2023,INTERMEDIATE,FULLTIME,95000,100,M
2023,INTERMEDIATE,FULLTIME,80000,100,M
2023,INTERMEDIATE,FULLTIME,116000,0,M
2023,INTERMEDIATE,FULLTIME,72000,0,M
2023,EXPERT,FULLTIME,207000,0,M
2023,EXPERT,FULLTIME,167000,0,M
2023,EXPERT,FULLTIME,145000,0,M
2023,EXPERT,FULLTIME,135000,0,M
2023,INTERMEDIATE,FULLTIME,105000,0,M
2023,INTERMEDIATE,FULLTIME,70000,0,M
2023,EXPERT,FULLTIME,180000,100,M
2023,EXPERT,FULLTIME,115000,100,M
2023,EXPERT,FULLTIME,133800,100,M
2023,EXPERT,FULLTIME,96100,100,M
2023,INTERMEDIATE,FULLTIME,120000,0,M
2023,INTERMEDIATE,FULLTIME,80000,0,M
2023,EXPERT,FULLTIME,140000,0,M
2023,EXPERT,FULLTIME,100000,0,M
2023,EXPERT,FULLTIME,150000,0,M
2023,EXPERT,FULLTIME,120000,0,M
2023,EXPERT,FULLTIME,140000,100,M
2023,EXPERT,FULLTIME,115000,100,M
2023,EXPERT,FULLTIME,297300,100,M
2023,EXPERT,FULLTIME,198200,100,M
2023,EXPERT,FULLTIME,297300,100,M
2023,EXPERT,FULLTIME,198200,100,M
2023,EXPERT,FULLTIME,202000,100,M
2023,EXPERT,FULLTIME,135000,100,M
2023,EXPERT,FULLTIME,110000,100,M
2023,EXPERT,FULLTIME,84000,100,M
2023,INTERMEDIATE,FULLTIME,219000,50,L
2023,EXPERT,FULLTIME,230000,100,M
2023,EXPERT,FULLTIME,196000,100,M
2023,EXPERT,FULLTIME,140000,100,M
2023,EXPERT,FULLTIME,110000,100,M
2023,INTERMEDIATE,FULLTIME,150000,0,M
2023,INTERMEDIATE,FULLTIME,100000,0,M
2023,EXPERT,FULLTIME,160000,0,M
2023,EXPERT,FULLTIME,110000,0,M
2023,EXPERT,FULLTIME,185900,0,M
2023,EXPERT,FULLTIME,129300,0,M
2023,EXPERT,FULLTIME,126100,0,L
2023,EXPERT,FULLTIME,72000,0,L
2023,EXPERT,FULLTIME,170000,100,M
2023,EXPERT,FULLTIME,150000,100,M
2023,INTERMEDIATE,FULLTIME,175000,100,M
2023,INTERMEDIATE,FULLTIME,140000,100,M
2023,EXPERT,FULLTIME,240500,0,M
2023,EXPERT,FULLTIME,137500,0,M
2023,INTERMEDIATE,FULLTIME,187500,0,M
2023,INTERMEDIATE,FULLTIME,165000,0,M
2023,INTERMEDIATE,FULLTIME,72914,0,L
2022,JUNIOR,PARTTIME,25216,100,L
2023,EXPERT,FULLTIME,210000,0,M
2023,EXPERT,FULLTIME,165750,0,M
2023,EXPERT,FULLTIME,225000,100,M
2023,EXPERT,FULLTIME,165750,100,M
2023,INTERMEDIATE,FULLTIME,109006,0,M
2023,INTERMEDIATE,FULLTIME,67141,0,M
2023,EXPERT,FULLTIME,135000,100,M
2023,EXPERT,FULLTIME,115000,100,M
2023,EXPERT,FULLTIME,275000,0,M
2023,EXPERT,FULLTIME,175000,0,M
2023,EXPERT,FULLTIME,170000,100,M
2023,EXPERT,FULLTIME,140000,100,M
2023,EXPERT,FULLTIME,175308,0,M
2023,EXPERT,FULLTIME,100706,0,M
2023,EXPERT,FULLTIME,235000,0,M
2023,EXPERT,FULLTIME,135000,0,M
2023,EXPERT,FULLTIME,310000,0,M
2023,EXPERT,FULLTIME,229000,0,M
2023,EXPERT,FULLTIME,289076,0,M
2023,EXPERT,FULLTIME,202353,0,M
2023,EXPERT,FULLTIME,69751,0,M
2023,EXPERT,FULLTIME,37558,0,M
2023,INTERMEDIATE,FULLTIME,120000,100,M
2023,INTERMEDIATE,FULLTIME,100000,100,M
2023,EXPERT,FULLTIME,226700,0,M
2023,EXPERT,FULLTIME,133300,0,M
2023,EXPERT,FULLTIME,125000,0,M
2023,EXPERT,FULLTIME,85000,0,M
2023,EXPERT,FULLTIME,130000,100,M
2023,EXPERT,FULLTIME,80000,100,M
2023,INTERMEDIATE,FULLTIME,120000,0,M
2023,INTERMEDIATE,FULLTIME,100000,0,M
2021,EXPERT,FULLTIME,54094,100,L
2022,INTERMEDIATE,FULLTIME,18314,50,L
2023,EXPERT,FULLTIME,231250,100,M
2023,EXPERT,FULLTIME,138750,100,M
2023,EXPERT,FULLTIME,199000,0,M
2023,EXPERT,FULLTIME,162000,0,M
2023,JUNIOR,FULLTIME,160000,0,M
2023,JUNIOR,FULLTIME,135000,0,M
2022,JUNIOR,FULLTIME,100000,100,M
2023,EXPERT,FULLTIME,200000,0,M
2023,EXPERT,FULLTIME,150000,0,M
2023,JUNIOR,FULLTIME,160000,0,M
2023,JUNIOR,FULLTIME,120000,0,M
2023,EXPERT,FULLTIME,250000,0,M
